constraint_ready,entity_ready,fraction,query_score,ready,relation_score,request_index,source,step,text
True,True,0.8888888888888888,1.0,True,1.0,0,dllm,40,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 FIFA World Cup winner, opponent
RELATION:"
True,True,0.9111111111111111,1.0,True,1.0,0,dllm,41,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 FIFA World Cup winner, opponent
RELATION:"
True,True,0.9333333333333333,1.0,True,1.0,0,dllm,42,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 FIFA World Cup winner, opponent
RELATION:"
True,True,0.9555555555555556,1.0,True,1.0,0,dllm,43,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 FIFA World Cup winner, opponent
RELATION: winner"
True,True,0.9777777777777777,1.0,True,1.0,0,dllm,44,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 FIFA World Cup winner, opponent
RELATION: winner"
True,True,1.0,1.0,True,1.0,0,dllm,45,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 FIFA World Cup winner, opponent
RELATION: winner"
False,False,0.0,0.0,False,0.0,0,ar_prefix,0,
False,False,0.022222222222222223,0.0,False,0.0,0,ar_prefix,1,QUE
False,False,0.044444444444444446,0.0,False,0.0,0,ar_prefix,2,QUERY:
False,False,0.06666666666666667,0.0,False,0.0,0,ar_prefix,3,QUERY: 2
True,False,0.08888888888888889,0.14285714285714285,False,0.0,0,ar_prefix,4,QUERY: 2014
True,False,0.1111111111111111,0.14285714285714285,False,0.0,0,ar_prefix,5,QUERY: 2014 F
True,False,0.13333333333333333,0.2857142857142857,False,0.0,0,ar_prefix,6,QUERY: 2014 FIFA
True,False,0.15555555555555556,0.2857142857142857,False,0.0,0,ar_prefix,7,QUERY: 2014 FIFA Wo
True,False,0.17777777777777778,0.2857142857142857,False,0.0,0,ar_prefix,8,QUERY: 2014 FIFA Worl
True,False,0.2,0.42857142857142855,False,0.0,0,ar_prefix,9,QUERY: 2014 FIFA World C
True,True,0.2222222222222222,0.5714285714285714,False,0.0,0,ar_prefix,10,QUERY: 2014 FIFA World Cup
True,True,0.24444444444444444,0.5714285714285714,False,0.0,0,ar_prefix,11,QUERY: 2014 FIFA World Cup fi
True,True,0.26666666666666666,0.5714285714285714,False,0.0,0,ar_prefix,12,QUERY: 2014 FIFA World Cup fina
True,True,0.28888888888888886,0.7142857142857143,False,0.0,0,ar_prefix,13,QUERY: 2014 FIFA World Cup final w
True,True,0.3111111111111111,0.7142857142857143,False,0.0,0,ar_prefix,14,QUERY: 2014 FIFA World Cup final winn
True,True,0.3333333333333333,0.8571428571428571,True,0.5,0,ar_prefix,15,QUERY: 2014 FIFA World Cup final winner
True,True,0.35555555555555557,0.8571428571428571,True,0.5,0,ar_prefix,16,QUERY: 2014 FIFA World Cup final winner an
True,True,0.37777777777777777,0.8571428571428571,True,0.5,0,ar_prefix,17,QUERY: 2014 FIFA World Cup final winner and 
True,True,0.4,0.8571428571428571,True,0.5,0,ar_prefix,18,QUERY: 2014 FIFA World Cup final winner and opp
True,True,0.4222222222222222,0.8571428571428571,True,0.5,0,ar_prefix,19,QUERY: 2014 FIFA World Cup final winner and oppon
True,True,0.4444444444444444,1.0,True,1.0,0,ar_prefix,20,QUERY: 2014 FIFA World Cup final winner and opponent
True,True,0.4666666666666667,1.0,True,1.0,0,ar_prefix,21,"QUERY: 2014 FIFA World Cup final winner and opponent
EN"
True,True,0.4888888888888889,1.0,True,1.0,0,ar_prefix,22,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTI"
True,True,0.5111111111111111,1.0,True,1.0,0,ar_prefix,23,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIE"
True,True,0.5333333333333333,1.0,True,1.0,0,ar_prefix,24,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES:"
True,True,0.5555555555555556,1.0,True,1.0,0,ar_prefix,25,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 20"
True,True,0.5777777777777777,1.0,True,1.0,0,ar_prefix,26,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 "
True,True,0.6,1.0,True,1.0,0,ar_prefix,27,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 FI"
True,True,0.6222222222222222,1.0,True,1.0,0,ar_prefix,28,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 FIFA "
True,True,0.6444444444444445,1.0,True,1.0,0,ar_prefix,29,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 FIFA Wo"
True,True,0.6666666666666666,1.0,True,1.0,0,ar_prefix,30,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 FIFA World"
True,True,0.6888888888888889,1.0,True,1.0,0,ar_prefix,31,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 FIFA World C"
True,True,0.7111111111111111,1.0,True,1.0,0,ar_prefix,32,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 FIFA World Cup "
True,True,0.7333333333333333,1.0,True,1.0,0,ar_prefix,33,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 FIFA World Cup win"
True,True,0.7555555555555555,1.0,True,1.0,0,ar_prefix,34,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 FIFA World Cup winne"
True,True,0.7777777777777778,1.0,True,1.0,0,ar_prefix,35,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 FIFA World Cup winner, "
True,True,0.8,1.0,True,1.0,0,ar_prefix,36,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 FIFA World Cup winner, op"
True,True,0.8222222222222222,1.0,True,1.0,0,ar_prefix,37,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 FIFA World Cup winner, oppon"
True,True,0.8444444444444444,1.0,True,1.0,0,ar_prefix,38,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 FIFA World Cup winner, opponen"
True,True,0.8666666666666667,1.0,True,1.0,0,ar_prefix,39,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 FIFA World Cup winner, opponent
R"
True,True,0.8888888888888888,1.0,True,1.0,0,ar_prefix,40,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 FIFA World Cup winner, opponent
RELA"
True,True,0.9111111111111111,1.0,True,1.0,0,ar_prefix,41,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 FIFA World Cup winner, opponent
RELATI"
True,True,0.9333333333333333,1.0,True,1.0,0,ar_prefix,42,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 FIFA World Cup winner, opponent
RELATION:"
True,True,0.9555555555555556,1.0,True,1.0,0,ar_prefix,43,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 FIFA World Cup winner, opponent
RELATION: w"
True,True,0.9777777777777777,1.0,True,1.0,0,ar_prefix,44,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 FIFA World Cup winner, opponent
RELATION: winn"
True,True,1.0,1.0,True,1.0,0,ar_prefix,45,"QUERY: 2014 FIFA World Cup final winner and opponent
ENTITIES: 2014 FIFA World Cup winner, opponent
RELATION: winner"
False,False,0.0,0.0,False,0.0,1,dllm,0,
False,False,0.038461538461538464,0.0,False,0.0,1,dllm,1,QUERY:
False,False,0.07692307692307693,0.0,False,0.0,1,dllm,2,QUERY:REL
False,False,0.11538461538461539,0.0,False,0.0,1,dllm,3,"QUERY:
RELATION:"
False,False,0.15384615384615385,0.0,False,0.5,1,dllm,4,"QUERY:
RELATION: acquired"
False,False,0.19230769230769232,0.0,False,0.0,1,dllm,5,"QUERY:
RELATION: acquiredS"
False,False,0.23076923076923078,0.0,False,0.5,1,dllm,6,"QUERY:
RELATION: acquired
CONSTRAINTS:"
False,False,0.2692307692307692,0.0,False,0.5,1,dllm,7,"QUERY::
RELATION: acquired
CONSTRAINTS:"
False,False,0.3076923076923077,0.0,False,0.5,1,dllm,8,"QUERY:
ENTITIES:,
RELATION: acquired
CONSTRAINTS:"
False,False,0.34615384615384615,0.25,False,0.5,1,dllm,9,"QUERY:
ENTITIES: company,
RELATION: acquired
CONSTRAINTS:"
False,True,0.38461538461538464,0.5,False,0.5,1,dllm,10,"QUERY:
ENTITIES: company, GitHub
RELATION: acquired
CONSTRAINTS:"
False,True,0.4230769230769231,0.5,False,0.5,1,dllm,11,"QUERY:
ENTITIES: company, GitHub
RELATION: acquired
CONSTRAINTS:,"
False,True,0.46153846153846156,0.5,False,0.5,1,dllm,12,"QUERY:
ENTITIES: company, GitHub
RELATION: acquired
CONSTRAINTS: company,"
False,True,0.5,0.5,False,0.5,1,dllm,13,"QUERY: ""
ENTITIES: company, GitHub
RELATION: acquired
CONSTRAINTS: company,"
True,True,0.5384615384615384,0.75,True,0.5,1,dllm,14,"QUERY: "" year
ENTITIES: company, GitHub
RELATION: acquired
CONSTRAINTS: company,"
True,True,0.5769230769230769,0.75,True,0.5,1,dllm,15,"QUERY: "" in year
ENTITIES: company, GitHub
RELATION: acquired
CONSTRAINTS: company,"
True,True,0.6153846153846154,0.75,True,0.5,1,dllm,16,"QUERY: "" in what year
ENTITIES: company, GitHub
RELATION: acquired
CONSTRAINTS: company,"
True,True,0.6538461538461539,0.75,True,0.5,1,dllm,17,"QUERY: "" in what year?""
ENTITIES: company, GitHub
RELATION: acquired
CONSTRAINTS: company,"
True,True,0.6923076923076923,0.75,True,0.5,1,dllm,18,"QUERY: "" company and in what year?""
ENTITIES: company, GitHub
RELATION: acquired
CONSTRAINTS: company,"
True,True,0.7307692307692307,0.75,True,0.5,1,dllm,19,"QUERY: "" company acquired GitHub, and in what year?""
ENTITIES: company, GitHub
RELATION: acquired
CONSTRAINTS: company,"
True,True,0.7692307692307693,0.75,True,0.5,1,dllm,20,"QUERY: ""What company acquired GitHub, and in what year?""
ENTITIES: company, GitHub
RELATION: acquired
CONSTRAINTS: company,"
True,True,0.8076923076923077,0.75,True,0.5,1,dllm,21,"QUERY: ""What company acquired GitHub, and in what year?""
ENTITIES: company, GitHub
RELATION: acquired
CONSTRAINTS: company,"
True,True,0.8461538461538461,0.75,True,0.5,1,dllm,22,"QUERY: ""What company acquired GitHub, and in what year?""
ENTITIES: company, GitHub
RELATION: acquired
CONSTRAINTS: company,"
True,True,0.8846153846153846,0.75,True,0.5,1,dllm,23,"QUERY: ""What company acquired GitHub, and in what year?""
ENTITIES: company, GitHub
RELATION: acquired
CONSTRAINTS: company,"
True,True,0.9230769230769231,0.75,True,0.5,1,dllm,24,"QUERY: ""What company acquired GitHub, and in what year?""
ENTITIES: company, GitHub
RELATION: acquired
CONSTRAINTS: company, year"
True,True,0.9615384615384616,0.75,True,0.5,1,dllm,25,"QUERY: ""What company acquired GitHub, and in what year?""
ENTITIES: company, GitHub
RELATION: acquired
CONSTRAINTS: company, year"
True,True,1.0,0.75,True,0.5,1,dllm,26,"QUERY: ""What company acquired GitHub, and in what year?""
ENTITIES: company, GitHub
RELATION: acquired
CONSTRAINTS: company, year"
False,False,0.0,0.0,False,0.0,1,ar_prefix,0,
False,False,0.038461538461538464,0.0,False,0.0,1,ar_prefix,1,QUERY
False,False,0.07692307692307693,0.0,False,0.0,1,ar_prefix,2,"QUERY: ""Wh"
False,False,0.11538461538461539,0.0,False,0.0,1,ar_prefix,3,"QUERY: ""What co"
False,False,0.15384615384615385,0.25,False,0.0,1,ar_prefix,4,"QUERY: ""What company"
False,False,0.19230769230769232,0.25,False,0.0,1,ar_prefix,5,"QUERY: ""What company acqu"
False,False,0.23076923076923078,0.25,False,0.5,1,ar_prefix,6,"QUERY: ""What company acquired "
False,False,0.2692307692307692,0.25,False,0.5,1,ar_prefix,7,"QUERY: ""What company acquired GitHu"
False,True,0.3076923076923077,0.5,False,0.5,1,ar_prefix,8,"QUERY: ""What company acquired GitHub, an"
False,True,0.34615384615384615,0.5,False,0.5,1,ar_prefix,9,"QUERY: ""What company acquired GitHub, and in "
False,True,0.38461538461538464,0.5,False,0.5,1,ar_prefix,10,"QUERY: ""What company acquired GitHub, and in what "
True,True,0.4230769230769231,0.75,True,0.5,1,ar_prefix,11,"QUERY: ""What company acquired GitHub, and in what year?"
True,True,0.46153846153846156,0.75,True,0.5,1,ar_prefix,12,"QUERY: ""What company acquired GitHub, and in what year?""
ENT"
True,True,0.5,0.75,True,0.5,1,ar_prefix,13,"QUERY: ""What company acquired GitHub, and in what year?""
ENTITIE"
True,True,0.5384615384615384,0.75,True,0.5,1,ar_prefix,14,"QUERY: ""What company acquired GitHub, and in what year?""
ENTITIES: co"
True,True,0.5769230769230769,0.75,True,0.5,1,ar_prefix,15,"QUERY: ""What company acquired GitHub, and in what year?""
ENTITIES: company"
True,True,0.6153846153846154,0.75,True,0.5,1,ar_prefix,16,"QUERY: ""What company acquired GitHub, and in what year?""
ENTITIES: company, Git"
True,True,0.6538461538461539,0.75,True,0.5,1,ar_prefix,17,"QUERY: ""What company acquired GitHub, and in what year?""
ENTITIES: company, GitHub
R"
True,True,0.6923076923076923,0.75,True,0.5,1,ar_prefix,18,"QUERY: ""What company acquired GitHub, and in what year?""
ENTITIES: company, GitHub
RELATI"
True,True,0.7307692307692307,0.75,True,0.5,1,ar_prefix,19,"QUERY: ""What company acquired GitHub, and in what year?""
ENTITIES: company, GitHub
RELATION: a"
True,True,0.7692307692307693,0.75,True,0.5,1,ar_prefix,20,"QUERY: ""What company acquired GitHub, and in what year?""
ENTITIES: company, GitHub
RELATION: acquir"
True,True,0.8076923076923077,0.75,True,0.5,1,ar_prefix,21,"QUERY: ""What company acquired GitHub, and in what year?""
ENTITIES: company, GitHub
RELATION: acquired
CO"
True,True,0.8461538461538461,0.75,True,0.5,1,ar_prefix,22,"QUERY: ""What company acquired GitHub, and in what year?""
ENTITIES: company, GitHub
RELATION: acquired
CONSTRA"
True,True,0.8846153846153846,0.75,True,0.5,1,ar_prefix,23,"QUERY: ""What company acquired GitHub, and in what year?""
ENTITIES: company, GitHub
RELATION: acquired
CONSTRAINTS:"
True,True,0.9230769230769231,0.75,True,0.5,1,ar_prefix,24,"QUERY: ""What company acquired GitHub, and in what year?""
ENTITIES: company, GitHub
RELATION: acquired
CONSTRAINTS: comp"
True,True,0.9615384615384616,0.75,True,0.5,1,ar_prefix,25,"QUERY: ""What company acquired GitHub, and in what year?""
ENTITIES: company, GitHub
RELATION: acquired
CONSTRAINTS: company, "
True,True,1.0,0.75,True,0.5,1,ar_prefix,26,"QUERY: ""What company acquired GitHub, and in what year?""
ENTITIES: company, GitHub
RELATION: acquired
CONSTRAINTS: company, year"
False,False,0.0,0.0,False,0.0,2,dllm,0,
False,False,0.029411764705882353,0.0,False,0.0,2,dllm,1,QUERY:
False,False,0.058823529411764705,0.0,False,0.0,2,dllm,2,QUERY: hosted
False,False,0.08823529411764706,0.0,False,0.0,2,dllm,3,QUERY: hosted the
False,False,0.11764705882352941,0.2,False,0.0,2,dllm,4,QUERY: hosted the 2020
False,False,0.14705882352941177,0.4,False,0.0,2,dllm,5,QUERY: hosted the 2020 Summer
False,True,0.17647058823529413,0.6,False,0.0,2,dllm,6,QUERY: hosted the 2020 Summer Olympics
False,True,0.20588235294117646,0.6,False,0.0,2,dllm,7,"QUERY: hosted the 2020 Summer Olympics
"
False,True,0.23529411764705882,0.6,False,0.0,2,dllm,8,"QUERY: hosted the 2020 Summer Olympics
ENTITIES:"
False,True,0.2647058823529412,0.6,False,0.0,2,dllm,9,"QUERY: hosted the 2020 Summer Olympics
ENTITIES:,"
True,True,0.29411764705882354,0.8,True,0.5,2,dllm,10,"QUERY: City hosted the 2020 Summer Olympics
ENTITIES:,"
True,True,0.3235294117647059,0.8,True,0.5,2,dllm,11,"QUERY: City hosted the 2020 Summer Olympics
ENTITIES: City,"
True,True,0.35294117647058826,0.8,True,0.5,2,dllm,12,"QUERY: City hosted the 2020 Summer Olympics
ENTITIES: City,0"
True,True,0.38235294117647056,0.8,True,0.5,2,dllm,13,"QUERY: City hosted the 2020 Summer Olympics
ENTITIES: City, 2020 Summer Olympics:"
True,True,0.4117647058823529,0.8,True,0.5,2,dllm,14,"QUERY: City hosted the 2020 Summer Olympics
ENTITIES: City, 2020 Summer Olympics
RELATION:"
True,True,0.4411764705882353,0.8,True,0.5,2,dllm,15,"QUERY: City hosted the 2020 Summer Olympics
ENTITIES: City, 2020 Summer Olympics
RELATION:
"
True,True,0.47058823529411764,0.8,True,0.5,2,dllm,16,"QUERY: City hosted the 2020 Summer Olympics
ENTITIES: City, 2020 Summer Olympics
RELATION: Hosted
"
True,True,0.5,0.8,True,0.5,2,dllm,17,"QUERY: City hosted the 2020 Summer Olympics
ENTITIES: City, 2020 Summer Olympics
RELATION: Hosted by
"
True,True,0.5294117647058824,0.8,True,0.5,2,dllm,18,"QUERY: City hosted the 2020 Summer Olympics
ENTITIES: City, 2020 Summer Olympics
RELATION: Hosted by
CONSTRAINTS:"
True,True,0.5588235294117647,0.8,True,0.5,2,dllm,19,"QUERY: City hosted the 2020 Summer Olympics
ENTITIES: City, 2020 Summer Olympics
RELATION: Hosted by
CONSTRAINTS:"
True,True,0.5882352941176471,0.8,True,0.5,2,dllm,20,"QUERY: City hosted the 2020 Summer Olympics
ENTITIES: City, 2020 Summer Olympics
RELATION: Hosted by
CONSTRAINTS:"
True,True,0.6176470588235294,0.8,True,0.5,2,dllm,21,"QUERY: City hosted the 2020 Summer Olympics
ENTITIES: City, 2020 Summer Olympics
RELATION: Hosted by
CONSTRAINTS:"
True,True,0.6470588235294118,0.8,True,0.5,2,dllm,22,"QUERY: City hosted the 2020 Summer Olympics
ENTITIES: City, 2020 Summer Olympics
RELATION: Hosted by
CONSTRAINTS:"
True,True,0.6764705882352942,0.8,True,0.5,2,dllm,23,"QUERY: City hosted the 2020 Summer Olympics
ENTITIES: City, 2020 Summer Olympics
RELATION: Hosted by
CONSTRAINTS:"
True,True,0.7058823529411765,0.8,True,0.5,2,dllm,24,"QUERY: City hosted the 2020 Summer Olympics
ENTITIES: City, 2020 Summer Olympics
RELATION: Hosted by
CONSTRAINTS:"
True,True,0.7352941176470589,0.8,True,0.5,2,dllm,25,"QUERY: City hosted the 2020 Summer Olympics
ENTITIES: City, 2020 Summer Olympics
RELATION: Hosted by
CONSTRAINTS:"
True,True,0.7647058823529411,0.8,True,0.5,2,dllm,26,"QUERY: City hosted the 2020 Summer Olympics
ENTITIES: City, 2020 Summer Olympics
RELATION: Hosted by
CONSTRAINTS:"
True,True,0.7941176470588235,0.8,True,0.5,2,dllm,27,"QUERY: City hosted the 2020 Summer Olympics
ENTITIES: City, 2020 Summer Olympics
RELATION: Hosted by
CONSTRAINTS:"
True,True,0.8235294117647058,0.8,True,0.5,2,dllm,28,"QUERY: City hosted the 2020 Summer Olympics
ENTITIES: City, 2020 Summer Olympics
RELATION: Hosted by
CONSTRAINTS:"
True,True,0.8529411764705882,0.8,True,0.5,2,dllm,29,"QUERY: City hosted the 2020 Summer Olympics
ENTITIES: City, 2020 Summer Olympics
RELATION: Hosted by
CONSTRAINTS:"
True,True,0.8823529411764706,0.8,True,0.5,2,dllm,30,"QUERY: City hosted the 2020 Summer Olympics
ENTITIES: City, 2020 Summer Olympics
RELATION: Hosted by
CONSTRAINTS:"
True,True,0.9117647058823529,0.8,True,0.5,2,dllm,31,"QUERY: City hosted the 2020 Summer Olympics
ENTITIES: City, 2020 Summer Olympics
RELATION: Hosted by
CONSTRAINTS:"
True,True,0.9411764705882353,0.8,True,0.5,2,dllm,32,"QUERY: City hosted the 2020 Summer Olympics
ENTITIES: City, 2020 Summer Olympics
RELATION: Hosted by
CONSTRAINTS: None"
True,True,0.9705882352941176,0.8,True,0.5,2,dllm,33,"QUERY: City hosted the 2020 Summer Olympics
ENTITIES: City, 2020 Summer Olympics
RELATION: Hosted by
CONSTRAINTS: None"
True,True,1.0,0.8,True,0.5,2,dllm,34,"QUERY: City hosted the 2020 Summer Olympics
ENTITIES: City, 2020 Summer Olympics
RELATION: Hosted by
CONSTRAINTS: None"
False,False,0.0,0.0,False,0.0,2,ar_prefix,0,
False,False,0.029411764705882353,0.0,False,0.0,2,ar_prefix,1,QUER
False,False,0.058823529411764705,0.0,False,0.0,2,ar_prefix,2,QUERY: 
True,False,0.08823529411764706,0.2,False,0.5,2,ar_prefix,3,QUERY: City
True,False,0.11764705882352941,0.2,False,0.5,2,ar_prefix,4,QUERY: City ho
True,False,0.14705882352941177,0.2,False,0.5,2,ar_prefix,5,QUERY: City hosted
True,False,0.17647058823529413,0.2,False,0.5,2,ar_prefix,6,QUERY: City hosted th
True,False,0.20588235294117646,0.2,False,0.5,2,ar_prefix,7,QUERY: City hosted the 20
True,False,0.23529411764705882,0.4,False,0.5,2,ar_prefix,8,QUERY: City hosted the 2020 
True,False,0.2647058823529412,0.4,False,0.5,2,ar_prefix,9,QUERY: City hosted the 2020 Summ
True,False,0.29411764705882354,0.6,False,0.5,2,ar_prefix,10,QUERY: City hosted the 2020 Summer 
True,False,0.3235294117647059,0.6,False,0.5,2,ar_prefix,11,QUERY: City hosted the 2020 Summer Olym
True,False,0.35294117647058826,0.6,False,0.5,2,ar_prefix,12,QUERY: City hosted the 2020 Summer Olympic
